movieId,title,genres,imdbId,tmdbId,avg_rating,rating_count,original_language,original_title,popularity,release_date,runtime,vote_average,poster_url
1214,Alien (1979),Horror|Sci-Fi,78748,348.0,4.068401495211343,45211.0,en,Alien,16.3252,1979-05-25,117,8.2,https://image.tmdb.org/t/p/w500/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,106308,766.0,3.731796369705821,14379.0,en,Army of Darkness,4.4086,1992-10-31,81,7.257,https://image.tmdb.org/t/p/w500/xsgTuAtR2zSH8Umg3jWZcZjlDpe.jpg
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,95250,175.0,3.8183823529411764,2040.0,fr,Le Grand Bleu,2.9916,1988-05-10,168,7.448,https://image.tmdb.org/t/p/w500/3t5t7yaFiTJQlqxiTkXJMFZdkh3.jpg
1217,Ran (1985),Drama|War,89881,11645.0,4.1411811023622045,6350.0,ja,乱,9.6012,1985-06-01,160,8.044,https://image.tmdb.org/t/p/w500/jQnUtWaHYfqnXPOIf77K7Ycqk4M.jpg
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,97202,10835.0,4.0228288633461045,3132.0,cn,喋血雙雄,2.5978,1989-03-24,110,7.597,https://image.tmdb.org/t/p/w500/8hTxlSqMAHBXAh1eB69ir0BXhzE.jpg
1219,Psycho (1960),Crime|Horror,54215,539.0,4.062511562511562,27027.0,en,Psycho,10.0049,1960-06-22,109,8.42,https://image.tmdb.org/t/p/w500/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,80455,525.0,3.8010316568908857,24039.0,en,The Blues Brothers,5.7426,1980-06-16,133,7.721,https://image.tmdb.org/t/p/w500/rhYJKOt6UrQq7JQgLyQcSWW5R86.jpg
1221,"Godfather: Part II, The (1974)",Crime|Drama,71562,240.0,4.26446846512491,43111.0,en,The Godfather Part II,18.6137,1974-12-20,202,8.57,https://image.tmdb.org/t/p/w500/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg
1222,Full Metal Jacket (1987),Drama|War,93058,600.0,4.049029260638134,32501.0,en,Full Metal Jacket,8.7216,1987-06-26,117,8.122,https://image.tmdb.org/t/p/w500/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,104361,530.0,4.042918454935623,8854.0,en,A Grand Day Out,2.3536,1990-05-18,24,7.5,https://image.tmdb.org/t/p/w500/lyYwwMBWK0hurt1K221GKRaay1c.jpg
1224,Henry V (1989),Action|Drama|Romance|War,97499,10705.0,4.100954554886906,4819.0,en,Henry V,4.2564,1989-10-05,137,7.148,https://image.tmdb.org/t/p/w500/w9R2HsYNnfF3m9uEo2UAmPNJr8a.jpg
1225,Amadeus (1984),Drama,86879,279.0,4.072640678780117,24986.0,en,Amadeus,6.9482,1984-09-19,160,8.0,https://image.tmdb.org/t/p/w500/gQRfiyfGvr1az0quaYyMram3Aqt.jpg
1226,"Quiet Man, The (1952)",Drama|Romance,45061,3109.0,3.880758255197717,2453.0,en,The Quiet Man,2.1573,1952-07-21,129,7.32,https://image.tmdb.org/t/p/w500/u3B1hVKHE56yBRoxF3Nk9uxHdYN.jpg
1227,Once Upon a Time in America (1984),Crime|Drama,87843,311.0,3.978902953586498,5925.0,en,Once Upon a Time in America,9.3431,1984-05-23,229,8.392,https://image.tmdb.org/t/p/w500/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg
1228,Raging Bull (1980),Drama,81398,1578.0,4.037857307073339,13049.0,en,Raging Bull,4.2616,1980-11-14,129,7.914,https://image.tmdb.org/t/p/w500/1WV7WlTS8LI1L5NkCgjWT9GSW3O.jpg
1230,Annie Hall (1977),Comedy|Romance,75686,703.0,4.033405785851058,19323.0,en,Annie Hall,3.239,1977-04-19,93,7.731,https://image.tmdb.org/t/p/w500/dEtjPywhDbAXYjoFfhBC4U9unU7.jpg
1231,"Right Stuff, The (1983)",Drama,86197,9549.0,3.938603868797309,8323.0,en,The Right Stuff,2.5682,1983-10-20,193,7.408,https://image.tmdb.org/t/p/w500/kFR1p46HXJVVMpmOil8bNWnAQ50.jpg
1232,Stalker (1979),Drama|Mystery|Sci-Fi,79944,1398.0,4.080921895006402,3905.0,ru,Сталкер,4.3224,1979-05-25,162,8.111,https://image.tmdb.org/t/p/w500/1qhOyf5C4s9ZdvY8d5JDx9DFMeT.jpg
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,82096,387.0,4.1293343457352565,15804.0,de,Das Boot,3.3128,1981-09-17,150,8.084,https://image.tmdb.org/t/p/w500/u8FhQPncOAkwcei2OI9orPWhV6K.jpg
1234,"Sting, The (1973)",Comedy|Crime,70735,9277.0,4.143217854039965,18416.0,en,The Sting,4.4375,1973-12-25,129,8.017,https://image.tmdb.org/t/p/w500/ckmYng37zey8INYf6d10cVgIG93.jpg
1235,Harold and Maude (1971),Comedy|Drama|Romance,67185,343.0,3.967871485943775,9462.0,en,Harold and Maude,1.7881,1971-12-20,92,7.6,https://image.tmdb.org/t/p/w500/t7qEuGwDjcYu8ajaKZ68DeDnOxw.jpg
1236,Trust (1990),Comedy|Drama|Romance,103130,37291.0,4.001423149905123,1054.0,en,Trust,3.4068,1990-09-09,106,6.8,https://image.tmdb.org/t/p/w500/9wE7LuIkvuPfr4Ye6fMqPXHqaiE.jpg
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,50976,490.0,4.079615442391468,6657.0,sv,Det sjunde inseglet,6.8425,1957-02-16,96,8.164,https://image.tmdb.org/t/p/w500/wcZ21zrOsy0b52AfAF50XpTiv75.jpg
1238,Local Hero (1983),Comedy,85859,11235.0,3.9525733093955715,3342.0,en,Local Hero,1.6568,1983-02-17,111,6.769,https://image.tmdb.org/t/p/w500/jqxD0H9a1rg5bXftsm6gsNOjt4n.jpg
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,88247,218.0,3.9020920413316076,47131.0,en,The Terminator,14.7751,1984-10-26,108,7.674,https://image.tmdb.org/t/p/w500/qvktm0BHcnmDpul4Hz01GIazWPr.jpg
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,103873,763.0,3.7122765895106946,3413.0,en,Braindead,5.1332,1992-08-13,103,7.383,https://image.tmdb.org/t/p/w500/pa39D8TQs6aNw3hiUs4jLjHVUB0.jpg
1242,Glory (1989),Drama|War,97441,9665.0,3.9573068734793186,13152.0,en,Glory,8.6232,1989-12-15,122,7.477,https://image.tmdb.org/t/p/w500/pGDzBjZvzmSCIEduQBfESLMiwtp.jpg
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,100519,18971.0,3.920370784007148,4477.0,en,Rosencrantz & Guildenstern Are Dead,0.9813,1991-02-08,117,6.903,https://image.tmdb.org/t/p/w500/6RI9sYpRxIdqlmsF6kBOiF7Bxug.jpg
1244,Manhattan (1979),Comedy|Drama|Romance,79522,696.0,4.038351431391905,10130.0,en,Manhattan,2.3902,1979-04-25,96,7.72,https://image.tmdb.org/t/p/w500/k4eT3EvfxW1L9Wmt04UqJqCvCR6.jpg
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,100150,379.0,3.9574862637362638,7280.0,en,Miller's Crossing,3.4536,1990-09-21,115,7.45,https://image.tmdb.org/t/p/w500/ab3pnsTKp3BgcAFy0FgWBFBg9FL.jpg
1246,Dead Poets Society (1989),Drama,97165,207.0,3.938424359594007,31035.0,en,Dead Poets Society,14.4827,1989-06-02,129,8.301,https://image.tmdb.org/t/p/w500/l5NbiHKUmahlAT3Q1ig8Tyl9xrc.jpg
1247,"Graduate, The (1967)",Comedy|Drama|Romance,61722,37247.0,4.021080693579462,22319.0,en,The Graduate,4.877,1967-12-21,106,7.632,https://image.tmdb.org/t/p/w500/z1Z1tZMR66RxcNeHbwoEhYeqOlP.jpg
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,52311,1480.0,4.1243441762854145,5718.0,en,Touch of Evil,4.8429,1958-03-30,111,7.8,https://image.tmdb.org/t/p/w500/1pvRgmfBaoMczIJBOi9gCOZ4FMC.jpg
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,100263,9322.0,3.8633968382650994,9868.0,fr,Nikita,2.639,1990-02-21,117,7.095,https://image.tmdb.org/t/p/w500/1ulQDewUG4KKHOhpXdGKm3GdLFq.jpg
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,50212,826.0,4.09085970392503,14726.0,en,The Bridge on the River Kwai,3.2529,1957-10-11,161,7.819,https://image.tmdb.org/t/p/w500/7paXMt2e3Tr5dLmEZOGgFEn2Vo7.jpg
1251,8 1/2 (8½) (1963),Drama|Fantasy,56801,422.0,4.0260296159185565,4322.0,it,8½,5.7757,1963-02-14,139,8.116,https://image.tmdb.org/t/p/w500/t8pFvll3cFrn5NmqZz2FawqIwPe.jpg
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,71315,829.0,4.154630969609262,20730.0,en,Chinatown,4.7869,1974-06-20,130,7.914,https://image.tmdb.org/t/p/w500/kZRSP3FmOcq0xnBulqpUQngJUXY.jpg
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,43456,828.0,3.9052486588371758,6897.0,en,The Day the Earth Stood Still,2.9021,1951-09-18,92,7.453,https://image.tmdb.org/t/p/w500/eslDNzf0LF1m9GsgUXlmyfTcC6Y.jpg
1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,40897,3090.0,4.114552297318489,6377.0,en,The Treasure of the Sierra Madre,2.2672,1948-01-15,126,7.963,https://image.tmdb.org/t/p/w500/pWcst7zVbi8Z8W6GFrdNE7HHRxL.jpg
1255,Bad Taste (1987),Comedy|Horror|Sci-Fi,92610,9964.0,3.4114383269312847,2343.0,en,Bad Taste,5.625,1987-12-01,91,6.307,https://image.tmdb.org/t/p/w500/msttMX3undIiaeJLZbMRq94v1bw.jpg
1256,Duck Soup (1933),Comedy|Musical|War,23969,3063.0,4.076748552652167,6391.0,en,Duck Soup,3.2484,1933-11-12,68,7.309,https://image.tmdb.org/t/p/w500/31t63plEGKHhYuuCpC9bFWO9SBS.jpg
1257,Better Off Dead... (1985),Comedy|Romance,88794,13667.0,3.8284923928077457,5784.0,en,Better Off Dead...,2.2435,1985-08-23,97,6.6,https://image.tmdb.org/t/p/w500/pHmbSkpxdB7jXozrovEfacArtW0.jpg
1258,"Shining, The (1980)",Horror,81505,694.0,4.036438923395445,38640.0,en,The Shining,13.059,1980-05-23,144,8.206,https://image.tmdb.org/t/p/w500/uAR0AWqhQL1hQa69UDEbb2rE5Wx.jpg
1259,Stand by Me (1986),Adventure|Drama,92005,235.0,3.986662769028392,27367.0,en,Stand by Me,7.4637,1986-08-08,89,7.846,https://image.tmdb.org/t/p/w500/vz0w9BSehcqjDcJOjRaCk7fgJe7.jpg
1260,M (1931),Crime|Film-Noir|Thriller,22100,832.0,4.151099860335195,5728.0,de,M - Eine Stadt sucht einen Mörder,2.7843,1931-05-11,109,8.063,https://image.tmdb.org/t/p/w500/bTdZk3q2DWpBRnLiaaItKFWOVhI.jpg
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,92991,765.0,3.792300669506999,9858.0,en,Evil Dead II,4.0666,1987-03-13,84,7.543,https://image.tmdb.org/t/p/w500/4zqCKJVHUolGs6C5AZwAZqLWixW.jpg
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,57115,5925.0,4.096466671710676,13217.0,en,The Great Escape,5.8649,1963-07-03,173,7.936,https://image.tmdb.org/t/p/w500/gBH4H8UMFxl139HaLz6lRuvsel8.jpg
1263,"Deer Hunter, The (1978)",Drama|War,77416,11778.0,3.975589163791205,13621.0,en,The Deer Hunter,5.6739,1978-12-08,183,7.98,https://image.tmdb.org/t/p/w500/bbGtogDZOg09bm42KIpCXUXICkh.jpg
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,82269,4485.0,4.0033320992225105,2701.0,fr,Diva,4.1474,1981-03-11,117,6.7,https://image.tmdb.org/t/p/w500/x5fOCdfv0lRdeI71qLFdNEKWDsc.jpg
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,107048,137.0,3.9043902648778808,46512.0,en,Groundhog Day,10.1839,1993-02-11,101,7.622,https://image.tmdb.org/t/p/w500/gCgt1WARPZaXnq523ySQEUKinCs.jpg
1266,Unforgiven (1992),Drama|Western,105695,33.0,3.993349627692832,17593.0,en,Unforgiven,7.2336,1992-08-07,130,7.907,https://image.tmdb.org/t/p/w500/54roTwbX9fltg85zjsmrooXAs12.jpg
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,56218,982.0,4.089948145193459,10028.0,en,The Manchurian Candidate,2.6047,1962-10-24,126,7.5,https://image.tmdb.org/t/p/w500/2xQ856kd9hw6bB3OnusGyTvvkwB.jpg
1268,Pump Up the Volume (1990),Comedy|Drama,100436,8428.0,3.5075551526140827,3309.0,en,Pump Up the Volume,1.3571,1990-08-22,102,7.049,https://image.tmdb.org/t/p/w500/s1SyKrARJG2R7FyS4zkNdaekLAW.jpg
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,36613,212.0,4.0239215686274505,7650.0,en,Arsenic and Old Lace,4.8383,1944-09-01,118,7.6,https://image.tmdb.org/t/p/w500/xG1GEEQGgExKl0WT5sRo1Arst5D.jpg
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,88763,105.0,3.9691494691252283,61879.0,en,Back to the Future,18.1019,1985-07-03,116,8.324,https://image.tmdb.org/t/p/w500/vN5B5WgYscRGcQpVhHl6p9DDTP0.jpg
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,101921,1633.0,3.746861284066551,9797.0,en,Fried Green Tomatoes,3.4956,1991-12-27,130,7.7,https://image.tmdb.org/t/p/w500/g71l1vbJwyAAYk8zKCkIQQ58qcb.jpg
1272,Patton (1970),Drama|War,66206,11202.0,4.023717595146167,9065.0,en,Patton,2.6152,1970-01-25,172,7.477,https://image.tmdb.org/t/p/w500/rLM7jIEPTjj4CF7F1IrzzNjLUCu.jpg
1273,Down by Law (1986),Comedy|Drama|Film-Noir,90967,1554.0,3.999234771962045,3267.0,en,Down by Law,1.7889,1986-09-20,106,7.332,https://image.tmdb.org/t/p/w500/4IyxoUQ7BB5kcSd7gASe2dTyWu7.jpg
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,94625,149.0,3.9327138186198587,11622.0,ja,AKIRA,6.7092,1988-06-10,124,7.9,https://image.tmdb.org/t/p/w500/neZ0ykEsPqxamsX6o5QNUFILQrz.jpg
1275,Highlander (1986),Action|Adventure|Fantasy,91203,8009.0,3.611336488618436,13311.0,en,Highlander,7.0507,1986-03-07,116,6.866,https://image.tmdb.org/t/p/w500/8Z8dptJEypuLoOQro1WugD855YE.jpg
1276,Cool Hand Luke (1967),Drama,61512,903.0,4.088519233625427,13466.0,en,Cool Hand Luke,4.3859,1967-11-01,127,7.736,https://image.tmdb.org/t/p/w500/4ykzTiHKLamh3eZJ8orVICtU2Jp.jpg
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,99334,11673.0,3.7946854146806483,4196.0,fr,Cyrano de Bergerac,2.6884,1990-03-28,137,7.318,https://image.tmdb.org/t/p/w500/80XJ5UkGuYTKDuALeG03BLk1OT1.jpg
1278,Young Frankenstein (1974),Comedy|Fantasy,72431,3034.0,3.9769810496422915,18311.0,en,Young Frankenstein,4.8934,1974-12-15,106,7.856,https://image.tmdb.org/t/p/w500/3BvvVKPg9yucChlSvQtJxAbLmj9.jpg
1279,Night on Earth (1991),Comedy|Drama,102536,339.0,3.8603133159268928,3064.0,en,Night on Earth,1.6814,1991-12-12,128,7.519,https://image.tmdb.org/t/p/w500/ktejUHCo6c8DekpOtR3uSb6oDXr.jpg
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,101640,10404.0,4.115038209606987,3664.0,zh,大红灯笼高高挂,1.9944,1991-12-18,125,7.93,https://image.tmdb.org/t/p/w500/j6MGZpg55cTqlHHwahBtzI2qQg1.jpg
1281,"Great Dictator, The (1940)",Comedy|Drama|War,32553,914.0,4.033643326039387,5484.0,en,The Great Dictator,4.7121,1940-10-15,125,8.288,https://image.tmdb.org/t/p/w500/1QpO9wo7JWecZ4NiBuu625FiY1j.jpg
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,32455,756.0,3.712731383354529,14154.0,en,Fantasia,5.1128,1940-11-13,124,7.3,https://image.tmdb.org/t/p/w500/5m9njnidjR0syG2gpVPVgcEMB2X.jpg
1283,High Noon (1952),Drama|Western,44706,288.0,4.030393835616438,5840.0,en,High Noon,6.5699,1952-06-09,85,7.659,https://image.tmdb.org/t/p/w500/qETSMQ4IXBSAS409Z9OL0ppXWTW.jpg
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,38355,910.0,4.150637659414854,6665.0,en,The Big Sleep,3.4403,1946-08-22,114,7.602,https://image.tmdb.org/t/p/w500/lraHo9D8c0YWfxsKqT5P5sVqMKN.jpg
1285,Heathers (1989),Comedy,97493,2640.0,3.7544444444444443,12600.0,en,Heathers,2.9053,1989-03-31,103,7.273,https://image.tmdb.org/t/p/w500/dGbVfM4WlM7uvIbyRehfPZUIgp2.jpg
1286,Somewhere in Time (1980),Drama|Romance,81534,16633.0,3.563395113732098,2374.0,en,Somewhere in Time,2.102,1980-10-02,103,7.535,https://image.tmdb.org/t/p/w500/hmdegiSwVYUNvEfihaE3HRM3Sos.jpg
1287,Ben-Hur (1959),Action|Adventure|Drama,52618,665.0,3.8250368912936548,10165.0,en,Ben-Hur,6.541,1959-11-18,212,7.885,https://image.tmdb.org/t/p/w500/m4WQ1dBIrEIHZNCoAjdpxwSKWyH.jpg
1288,This Is Spinal Tap (1984),Comedy,88258,11031.0,4.00787502565155,19492.0,en,This Is Spinal Tap,4.637,1984-03-02,82,7.4,https://image.tmdb.org/t/p/w500/b3lllDltoBws5uKZzBYVSjpjjJx.jpg
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary,85809,11314.0,3.9710695499707773,3422.0,en,Koyaanisqatsi,1.6474,1983-04-27,86,7.867,https://image.tmdb.org/t/p/w500/6zCNciRcob8lwuydVXgq0esla8L.jpg
1290,Some Kind of Wonderful (1987),Drama|Romance,94006,15143.0,3.550628092881614,2627.0,en,Some Kind of Wonderful,1.8993,1987-02-27,95,6.853,https://image.tmdb.org/t/p/w500/6z6ZUrwbAJl9Nq43OY77O7iY80x.jpg
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,97576,89.0,3.9868645072304476,46401.0,en,Indiana Jones and the Last Crusade,9.9591,1989-05-24,127,7.848,https://image.tmdb.org/t/p/w500/sizg1AU8f8JDZX4QIgE4pjUMBvx.jpg
1292,Being There (1979),Comedy|Drama,78841,10322.0,3.9700167738328207,7154.0,en,Being There,2.4419,1979-12-19,130,7.593,https://image.tmdb.org/t/p/w500/3RO3jbCKEey2T9bYFkYt9xpwen9.jpg
1293,Gandhi (1982),Drama,83987,783.0,3.9795540711319735,11078.0,en,Gandhi,5.0319,1982-12-01,191,7.557,https://image.tmdb.org/t/p/w500/rOXftt7SluxskrFrvU7qFJa5zeN.jpg
1295,"Unbearable Lightness of Being, The (1988)",Drama,96332,10644.0,3.678224687933426,3605.0,en,The Unbearable Lightness of Being,1.8399,1988-02-05,171,6.894,https://image.tmdb.org/t/p/w500/g1kPEwATsCI8DnGx6ViAhUVKQSI.jpg
1296,"Room with a View, A (1986)",Drama|Romance,91867,11257.0,3.9291088816760107,6778.0,en,A Room with a View,1.9433,1986-03-07,117,6.949,https://image.tmdb.org/t/p/w500/5xRAqywVo6tNUNQbAESGVP930la.jpg
1297,Real Genius (1985),Comedy,89886,14370.0,3.6516959798994977,4776.0,en,Real Genius,2.3155,1985-08-07,106,6.654,https://image.tmdb.org/t/p/w500/8az0Tr8hEGDmrUH9WlFz1QIKsMy.jpg
1298,Pink Floyd: The Wall (1982),Drama|Musical,84503,12104.0,3.7158633143492152,7199.0,en,Pink Floyd: The Wall,2.6611,1982-07-14,95,7.939,https://image.tmdb.org/t/p/w500/aElHyIdF5jmctFGhlhhaPFsbBJC.jpg
1299,"Killing Fields, The (1984)",Drama|War,87553,625.0,4.067232883817427,7712.0,en,The Killing Fields,2.493,1984-11-23,142,7.5,https://image.tmdb.org/t/p/w500/cX6Bv7natnZwQjsV9bLL8mmWjkS.jpg
1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama,89606,8816.0,4.007452574525745,3690.0,sv,Mitt liv som hund,1.5305,1985-12-12,102,7.216,https://image.tmdb.org/t/p/w500/eVg9IsX2HtR1BNYH0UAhF4JPHi7.jpg
1301,Forbidden Planet (1956),Drama|Sci-Fi,49223,830.0,3.844839691083548,4273.0,en,Forbidden Planet,2.4392,1956-03-02,98,7.25,https://image.tmdb.org/t/p/w500/aq0OQfRS7hDDI8vyD0ICbH9eguC.jpg
1302,Field of Dreams (1989),Children|Drama|Fantasy,97351,2323.0,3.635027299454011,14286.0,en,Field of Dreams,3.5356,1989-04-21,105,7.113,https://image.tmdb.org/t/p/w500/oeM7nAw6FVFICwUaXKCRkDsKjqO.jpg
1303,"Man Who Would Be King, The (1975)",Adventure|Drama,73341,983.0,4.003956100051046,3918.0,en,The Man Who Would Be King,2.4122,1975-12-03,129,7.481,https://image.tmdb.org/t/p/w500/gc5fS9UfNrGm5cBlbAI560YbDSF.jpg
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,64115,642.0,4.0419343833513395,17587.0,en,Butch Cassidy and the Sundance Kid,3.3869,1969-09-23,111,7.6,https://image.tmdb.org/t/p/w500/gFmmykF1Ym3OGzENo50nZQaD1dx.jpg
1305,"Paris, Texas (1984)",Drama|Romance,87884,655.0,3.911231884057971,3312.0,en,"Paris, Texas",4.955,1984-07-16,145,8.1,https://image.tmdb.org/t/p/w500/sP27Qm4THyRZyHjHYMfIDtJP6YE.jpg
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi,101458,10341.0,3.5849303135888504,1148.0,de,Bis ans Ende der Welt,1.4127,1991-09-12,158,6.7,https://image.tmdb.org/t/p/w500/sDpYWgYkBlrVnpySXQNsxVvDAAG.jpg
1307,When Harry Met Sally... (1989),Comedy|Romance,98635,639.0,3.835721073020978,27362.0,en,When Harry Met Sally...,6.0693,1989-07-12,96,7.403,https://image.tmdb.org/t/p/w500/rFOiFUhTMtDetqCGClC9PIgnC1P.jpg
1308,I Shot a Man in Vegas (1995),Comedy,113369,266022.0,2.92,25.0,en,I Shot a Man in Vegas,1.543,1996-10-18,86,2.7,https://image.tmdb.org/t/p/w500/iKODwlNkDLM29BfFGFuY3Jbbor2.jpg
1309,Parallel Sons (1995),Drama|Romance,114089,168450.0,3.235294117647059,34.0,en,Parallel Sons,1.4635,1996-11-07,93,4.6,https://image.tmdb.org/t/p/w500/pmaJCkKTiH7YOkF822mLeaSDgur.jpg
1310,Hype! (1996),Documentary,116589,30180.0,3.581012658227848,395.0,en,Hype!,0.5299,1996-11-08,84,7.4,https://image.tmdb.org/t/p/w500/vfR9veCwZMZXfpCF5QlnaLFoSr1.jpg
1311,Santa with Muscles (1996),Comedy,117550,31388.0,2.5521472392638036,163.0,en,Santa with Muscles,5.619,1996-11-08,98,3.6,https://image.tmdb.org/t/p/w500/ldxrT4FkyJWENpqy0ZucCu1HgAj.jpg
1312,Female Perversions (1996),Drama,116293,41801.0,3.4514705882352943,340.0,en,Female Perversions,1.803,1997-04-25,115,5.0,https://image.tmdb.org/t/p/w500/5vqRaOZBqBL1YXukRv6zI6Y4pxC.jpg
1313,Mad Dog Time (1996),Crime,116953,66034.0,2.777310924369748,119.0,en,Mad Dog Time,5.6381,1996-11-08,93,5.229,https://image.tmdb.org/t/p/w500/9VEmCk5wrVsW6841P28LzUh8AkU.jpg
1314,Breathing Room (1996),Romance,115754,348138.0,3.1904761904761907,42.0,en,Breathing Room,2.5869,1996-11-08,90,0.0,https://image.tmdb.org/t/p/w500/oEFQn3bzGImOurdhBkMh8Qs57r.jpg
1315,Paris Was a Woman (1995),Documentary,114093,96288.0,3.356060606060606,66.0,en,Paris Was a Woman,0.3515,1996-02-19,75,5.9,https://image.tmdb.org/t/p/w500/zORtAZNBBy6b4cocGiXqgcXjHEg.jpg
1317,I'm Not Rappaport (1996),Comedy,116601,61536.0,3.183333333333333,330.0,en,I'm Not Rappaport,0.4651,1996-12-24,135,5.6,https://image.tmdb.org/t/p/w500/1gatAVNrBnDnbbwj4FNIwlMBpUd.jpg
1318,Blue Juice (1995),Comedy|Drama,112537,18762.0,3.3236994219653178,173.0,en,Blue Juice,5.215,1995-09-15,90,4.038,https://image.tmdb.org/t/p/w500/9cGEpHyiPk1qRuY1Kv57RGkyesr.jpg
1319,Kids of Survival (1996),Documentary,107314,331367.0,2.9791666666666665,24.0,en,Kids of Survival,0.1634,1996-09-05,87,0.0,https://image.tmdb.org/t/p/w500/zyj7MWEZnQgV7i3j8G1iV0pCXQ.jpg
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,103644,8077.0,3.1244514494097286,16179.0,en,Alien³,7.5181,1992-05-22,114,6.377,https://image.tmdb.org/t/p/w500/xh5wI0UoW7DfS1IyLy3d2CgrCEP.jpg
1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller,82010,814.0,3.581603879990977,8866.0,en,An American Werewolf in London,4.1098,1981-08-21,97,7.393,https://image.tmdb.org/t/p/w500/hVEqUASJmCQaolkKFEySCHZ8uKG.jpg
1322,Amityville 1992: It's About Time (1992),Horror,103678,41671.0,1.7449324324324325,296.0,en,Amityville 1992: It's About Time,7.0441,1992-07-16,95,4.7,https://image.tmdb.org/t/p/w500/rpNTpxVQu6YnLm8GvpvGyAGMg5g.jpg
1323,Amityville 3-D (1983),Horror,85159,27214.0,1.6300904977375565,442.0,en,Amityville 3-D,0.9941,1983-11-18,93,4.576,https://image.tmdb.org/t/p/w500/gYvFL6REedBvjTSzVAhyk5imJgq.jpg
1324,Amityville: Dollhouse (1996),Horror,115535,52263.0,1.7759336099585061,241.0,en,Amityville: Dollhouse,6.2524,1996-10-02,96,4.504,https://image.tmdb.org/t/p/w500/c6DVwjJ71jzk3DXqrkuvuM6BxW1.jpg
1325,Amityville: A New Generation (1993),Horror,106262,33519.0,1.7,280.0,en,Amityville: A New Generation,0.9045,1993-09-29,92,4.2,https://image.tmdb.org/t/p/w500/jjWkIHRRj2kOgVMXpK8im4KOcTu.jpg
1326,Amityville II: The Possession (1982),Horror,83550,16235.0,2.032488114104596,631.0,en,Amityville II: The Possession,5.6409,1982-09-24,104,5.7,https://image.tmdb.org/t/p/w500/xx9K2m2Arr5EZUQtmggKtEK1f2a.jpg
1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,78767,11449.0,2.9422735346358793,3378.0,en,The Amityville Horror,3.1511,1979-07-27,118,6.269,https://image.tmdb.org/t/p/w500/7VMscq0659xKmcXzd86de1DGV4W.jpg
1328,"Amityville Curse, The (1990)",Horror,99030,41848.0,1.8216911764705883,272.0,en,The Amityville Curse,1.3755,1990-05-07,91,4.0,https://image.tmdb.org/t/p/w500/bGTF4uusklWxN0kBBe3msPKPCrb.jpg
